"Plot Title: TRH_4"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10981294, SEN S/N: 10981294, LBL: Temp_4)","RH, % (LGR S/N: 10981294, SEN S/N: 10981294, LBL: RH_4)","Button Down (LGR S/N: 10981294)","Stopped (LGR S/N: 10981294)","End Of File (LGR S/N: 10981294)"
2427,07/11/22 05:58:00 PM,26.285,51.973,,,
2428,07/11/22 05:58:30 PM,26.285,52.004,,,
2429,07/11/22 05:59:00 PM,26.285,52.100,,,
2430,07/11/22 05:59:30 PM,26.285,52.132,,,
2431,07/11/22 06:00:00 PM,26.285,52.132,,,
2432,07/11/22 06:00:30 PM,26.261,52.033,,,
2433,07/11/22 06:01:00 PM,26.261,52.096,,,
2434,07/11/22 06:01:30 PM,26.261,52.192,,,
2435,07/11/22 06:02:00 PM,26.285,52.068,,,
2436,07/11/22 06:02:30 PM,26.261,52.128,,,
2437,07/11/22 06:03:00 PM,26.261,52.065,,,
2438,07/11/22 06:03:30 PM,26.261,52.160,,,
2439,07/11/22 06:04:00 PM,26.285,52.322,,,
2440,07/11/22 06:04:30 PM,26.285,52.322,,,
2441,07/11/22 06:05:00 PM,26.261,52.319,,,
2442,07/11/22 06:05:30 PM,26.261,52.350,,,
2443,07/11/22 06:06:00 PM,26.261,52.319,,,
2444,07/11/22 06:06:30 PM,26.261,52.319,,,
2445,07/11/22 06:07:00 PM,26.261,52.382,,,
2446,07/11/22 06:07:30 PM,26.261,52.255,,,
2447,07/11/22 06:08:00 PM,26.261,52.350,,,
2448,07/11/22 06:08:30 PM,26.261,52.319,,,
2449,07/11/22 06:09:00 PM,26.261,52.350,,,
2450,07/11/22 06:09:30 PM,26.261,52.287,,,
2451,07/11/22 06:10:00 PM,26.261,52.382,,,
2452,07/11/22 06:10:30 PM,26.261,52.509,,,
2453,07/11/22 06:11:00 PM,26.261,52.382,,,
2454,07/11/22 06:11:30 PM,26.261,52.509,,,
2455,07/11/22 06:12:00 PM,26.261,52.636,,,
2456,07/11/22 06:12:30 PM,26.261,52.731,,,
2457,07/11/22 06:13:00 PM,26.261,52.573,,,
2458,07/11/22 06:13:30 PM,26.261,52.573,,,
2459,07/11/22 06:14:00 PM,26.261,52.573,,,
2460,07/11/22 06:14:30 PM,26.261,52.668,,,
2461,07/11/22 06:15:00 PM,26.261,52.699,,,
2462,07/11/22 06:15:30 PM,26.261,52.509,,,
2463,07/11/22 06:16:00 PM,26.261,52.573,,,
2464,07/11/22 06:16:30 PM,26.237,52.474,,,
2465,07/11/22 06:17:00 PM,26.237,52.537,,,
2466,07/11/22 06:17:30 PM,26.261,52.573,,,
2467,07/11/22 06:18:00 PM,26.237,52.506,,,
2468,07/11/22 06:18:30 PM,26.237,52.537,,,
2469,07/11/22 06:19:00 PM,26.237,52.664,,,
2470,07/11/22 06:19:30 PM,26.261,52.541,,,
2471,07/11/22 06:20:00 PM,26.237,52.696,,,
2472,07/11/22 06:20:30 PM,26.237,52.664,,,
2473,07/11/22 06:21:00 PM,26.237,52.728,,,
2474,07/11/22 06:21:30 PM,26.237,52.664,,,
2475,07/11/22 06:22:00 PM,26.237,52.506,,,
2476,07/11/22 06:22:30 PM,26.237,52.506,,,
2477,07/11/22 06:23:00 PM,26.237,52.569,,,
2478,07/11/22 06:23:30 PM,26.237,52.664,,,
2479,07/11/22 06:24:00 PM,26.237,52.664,,,
2480,07/11/22 06:24:30 PM,26.237,52.696,,,
2481,07/11/22 06:25:00 PM,26.237,52.728,,,
2482,07/11/22 06:25:30 PM,26.237,52.633,,,
2483,07/11/22 06:26:00 PM,26.237,52.569,,,
2484,07/11/22 06:26:30 PM,26.212,52.598,,,
2485,07/11/22 06:27:00 PM,26.237,52.442,,,
2486,07/11/22 06:27:30 PM,26.237,52.474,,,
2487,07/11/22 06:28:00 PM,26.212,52.502,,,
2488,07/11/22 06:28:30 PM,26.212,52.344,,,
2489,07/11/22 06:29:00 PM,26.212,52.344,,,
2490,07/11/22 06:29:30 PM,26.212,52.439,,,
2491,07/11/22 06:30:00 PM,26.212,52.439,,,
2492,07/11/22 06:30:30 PM,26.212,52.407,,,
2493,07/11/22 06:31:00 PM,26.212,52.439,,,
2494,07/11/22 06:31:30 PM,26.188,52.499,,,
2495,07/11/22 06:32:00 PM,26.188,52.499,,,
2496,07/11/22 06:32:30 PM,26.212,52.502,,,
2497,07/11/22 06:33:00 PM,26.212,52.534,,,
2498,07/11/22 06:33:30 PM,26.188,52.562,,,
2499,07/11/22 06:34:00 PM,26.188,52.594,,,
2500,07/11/22 06:34:30 PM,26.188,52.594,,,
2501,07/11/22 06:35:00 PM,26.188,52.626,,,
2502,07/11/22 06:35:30 PM,26.188,52.499,,,
2503,07/11/22 06:36:00 PM,26.188,52.467,,,
2504,07/11/22 06:36:30 PM,26.188,52.499,,,
2505,07/11/22 06:37:00 PM,26.188,52.562,,,
2506,07/11/22 06:37:30 PM,26.188,52.562,,,
2507,07/11/22 06:38:00 PM,26.188,52.562,,,
2508,07/11/22 06:38:30 PM,26.188,52.594,,,
2509,07/11/22 06:39:00 PM,26.188,52.658,,,
2510,07/11/22 06:39:30 PM,26.163,52.622,,,
2511,07/11/22 06:40:00 PM,26.163,52.654,,,
2512,07/11/22 06:40:30 PM,26.163,52.622,,,
2513,07/11/22 06:41:00 PM,26.163,52.622,,,
2514,07/11/22 06:41:30 PM,26.163,52.559,,,
2515,07/11/22 06:42:00 PM,26.163,52.591,,,
2516,07/11/22 06:42:30 PM,26.163,52.527,,,
2517,07/11/22 06:43:00 PM,26.163,52.401,,,
2518,07/11/22 06:43:30 PM,26.163,52.337,,,
2519,07/11/22 06:44:00 PM,26.163,52.369,,,
2520,07/11/22 06:44:30 PM,26.163,52.464,,,
2521,07/11/22 06:45:00 PM,26.163,52.527,,,
2522,07/11/22 06:45:30 PM,26.163,52.527,,,
2523,07/11/22 06:46:00 PM,26.163,52.496,,,
2524,07/11/22 06:46:30 PM,26.163,52.432,,,
2525,07/11/22 06:47:00 PM,26.163,52.305,,,
2526,07/11/22 06:47:30 PM,26.163,52.305,,,
2527,07/11/22 06:48:00 PM,26.139,52.334,,,
2528,07/11/22 06:48:30 PM,26.139,52.239,,,
2529,07/11/22 06:49:00 PM,26.139,52.270,,,
2530,07/11/22 06:49:30 PM,26.139,52.302,,,
2531,07/11/22 06:50:00 PM,26.139,52.270,,,
2532,07/11/22 06:50:30 PM,26.139,52.270,,,
2533,07/11/22 06:51:00 PM,26.139,52.302,,,
2534,07/11/22 06:51:30 PM,26.139,52.365,,,
2535,07/11/22 06:52:00 PM,26.139,52.365,,,
2536,07/11/22 06:52:30 PM,26.139,52.429,,,
2537,07/11/22 06:53:00 PM,26.139,52.429,,,
2538,07/11/22 06:53:30 PM,26.139,52.429,,,
2539,07/11/22 06:54:00 PM,26.139,52.365,,,
2540,07/11/22 06:54:30 PM,26.139,52.397,,,
2541,07/11/22 06:55:00 PM,26.139,52.429,,,
2542,07/11/22 06:55:30 PM,26.115,52.457,,,
2543,07/11/22 06:56:00 PM,26.139,52.461,,,
2544,07/11/22 06:56:30 PM,26.115,52.489,,,
2545,07/11/22 06:57:00 PM,26.115,52.489,,,
2546,07/11/22 06:57:30 PM,26.115,52.426,,,
2547,07/11/22 06:58:00 PM,26.115,52.457,,,
2548,07/11/22 06:58:30 PM,26.115,52.489,,,
2549,07/11/22 06:59:00 PM,26.115,52.457,,,
2550,07/11/22 06:59:30 PM,26.139,52.524,,,
2551,07/11/22 07:00:00 PM,26.115,52.521,,,
2552,07/11/22 07:00:30 PM,26.115,52.552,,,
2553,07/11/22 07:01:00 PM,26.115,52.552,,,
2554,07/11/22 07:01:30 PM,26.115,52.552,,,
2555,07/11/22 07:02:00 PM,26.115,52.552,,,
2556,07/11/22 07:02:30 PM,26.115,52.489,,,
2557,07/11/22 07:03:00 PM,26.115,52.552,,,
2558,07/11/22 07:03:30 PM,26.115,52.394,,,
2559,07/11/22 07:04:00 PM,26.115,52.457,,,
2560,07/11/22 07:04:30 PM,26.115,52.616,,,
2561,07/11/22 07:05:00 PM,26.115,52.584,,,
2562,07/11/22 07:05:30 PM,26.090,52.612,,,
2563,07/11/22 07:06:00 PM,26.115,52.584,,,
2564,07/11/22 07:06:30 PM,26.090,52.549,,,
2565,07/11/22 07:07:00 PM,26.090,52.581,,,
2566,07/11/22 07:07:30 PM,26.090,52.581,,,
2567,07/11/22 07:08:00 PM,26.090,52.612,,,
2568,07/11/22 07:08:30 PM,26.090,52.644,,,
2569,07/11/22 07:09:00 PM,26.090,52.644,,,
2570,07/11/22 07:09:30 PM,26.090,52.612,,,
2571,07/11/22 07:10:00 PM,26.115,52.647,,,
2572,07/11/22 07:10:30 PM,26.115,52.964,,,
2573,07/11/22 07:11:00 PM,26.115,52.933,,,
2574,07/11/22 07:11:30 PM,26.115,52.869,,,
2575,07/11/22 07:12:00 PM,26.115,52.869,,,
2576,07/11/22 07:12:30 PM,26.115,52.806,,,
2577,07/11/22 07:13:00 PM,26.115,52.838,,,
2578,07/11/22 07:13:30 PM,26.115,52.869,,,
2579,07/11/22 07:14:00 PM,26.115,52.869,,,
2580,07/11/22 07:14:30 PM,26.115,52.869,,,
2581,07/11/22 07:15:00 PM,26.115,52.806,,,
2582,07/11/22 07:15:30 PM,26.115,52.901,,,
2583,07/11/22 07:16:00 PM,26.115,52.901,,,
2584,07/11/22 07:16:30 PM,26.115,52.933,,,
2585,07/11/22 07:17:00 PM,26.115,52.964,,,
2586,07/11/22 07:17:30 PM,26.090,53.024,,,
2587,07/11/22 07:18:00 PM,26.115,52.996,,,
2588,07/11/22 07:18:30 PM,26.115,53.028,,,
2589,07/11/22 07:19:00 PM,26.115,53.059,,,
2590,07/11/22 07:19:30 PM,26.115,53.091,,,
2591,07/11/22 07:20:00 PM,26.115,53.059,,,
2592,07/11/22 07:20:30 PM,26.115,53.091,,,
2593,07/11/22 07:21:00 PM,26.115,53.123,,,
2594,07/11/22 07:21:30 PM,26.115,53.091,,,
2595,07/11/22 07:22:00 PM,26.090,53.119,,,
2596,07/11/22 07:22:30 PM,26.090,53.119,,,
2597,07/11/22 07:23:00 PM,26.090,53.151,,,
2598,07/11/22 07:23:30 PM,26.115,53.186,,,
2599,07/11/22 07:24:00 PM,26.090,53.182,,,
2600,07/11/22 07:24:30 PM,26.115,53.186,,,
2601,07/11/22 07:25:00 PM,26.115,53.186,,,
2602,07/11/22 07:25:30 PM,26.115,53.123,,,
2603,07/11/22 07:26:00 PM,26.090,53.119,,,
2604,07/11/22 07:26:30 PM,26.090,53.182,,,
2605,07/11/22 07:27:00 PM,26.115,53.186,,,
2606,07/11/22 07:27:30 PM,26.090,53.182,,,
2607,07/11/22 07:28:00 PM,26.090,53.182,,,
2608,07/11/22 07:28:30 PM,26.115,53.217,,,
2609,07/11/22 07:29:00 PM,26.090,53.246,,,
2610,07/11/22 07:29:30 PM,26.115,53.249,,,
2611,07/11/22 07:30:00 PM,26.090,53.214,,,
2612,07/11/22 07:30:30 PM,26.090,53.182,,,
2613,07/11/22 07:31:00 PM,26.115,53.186,,,
2614,07/11/22 07:31:30 PM,26.090,53.246,,,
2615,07/11/22 07:32:00 PM,26.090,53.119,,,
2616,07/11/22 07:32:30 PM,26.090,53.277,,,
2617,07/11/22 07:33:00 PM,26.090,53.246,,,
2618,07/11/22 07:33:30 PM,26.090,53.246,,,
2619,07/11/22 07:34:00 PM,26.090,53.182,,,
2620,07/11/22 07:34:30 PM,26.090,53.246,,,
2621,07/11/22 07:35:00 PM,26.090,53.246,,,
2622,07/11/22 07:35:30 PM,26.090,53.214,,,
2623,07/11/22 07:36:00 PM,26.090,53.214,,,
2624,07/11/22 07:36:30 PM,26.090,53.246,,,
2625,07/11/22 07:37:00 PM,26.090,53.246,,,
2626,07/11/22 07:37:30 PM,26.090,53.246,,,
2627,07/11/22 07:38:00 PM,26.090,53.309,,,
2628,07/11/22 07:38:30 PM,26.090,53.309,,,
2629,07/11/22 07:39:00 PM,26.090,53.277,,,
2630,07/11/22 07:39:30 PM,26.090,53.246,,,
2631,07/11/22 07:40:00 PM,26.066,53.274,,,
2632,07/11/22 07:40:30 PM,26.090,53.309,,,
2633,07/11/22 07:41:00 PM,26.090,53.309,,,
2634,07/11/22 07:41:30 PM,26.090,53.309,,,
2635,07/11/22 07:42:00 PM,26.090,53.309,,,
2636,07/11/22 07:42:30 PM,26.090,53.372,,,
2637,07/11/22 07:43:00 PM,26.066,53.369,,,
2638,07/11/22 07:43:30 PM,26.090,53.341,,,
2639,07/11/22 07:44:00 PM,26.090,53.341,,,
2640,07/11/22 07:44:30 PM,26.090,53.372,,,
2641,07/11/22 07:45:00 PM,26.090,53.404,,,
2642,07/11/22 07:45:30 PM,26.066,53.400,,,
2643,07/11/22 07:46:00 PM,26.090,53.404,,,
2644,07/11/22 07:46:30 PM,26.090,53.404,,,
2645,07/11/22 07:47:00 PM,26.090,53.372,,,
2646,07/11/22 07:47:30 PM,26.090,53.372,,,
2647,07/11/22 07:48:00 PM,26.090,53.404,,,
2648,07/11/22 07:48:30 PM,26.066,53.400,,,
2649,07/11/22 07:49:00 PM,26.066,53.432,,,
2650,07/11/22 07:49:30 PM,26.066,53.400,,,
2651,07/11/22 07:50:00 PM,26.066,53.400,,,
2652,07/11/22 07:50:30 PM,26.066,53.432,,,
2653,07/11/22 07:51:00 PM,26.066,53.400,,,
2654,07/11/22 07:51:30 PM,26.066,53.400,,,
2655,07/11/22 07:52:00 PM,26.066,53.369,,,
2656,07/11/22 07:52:30 PM,26.066,53.432,,,
2657,07/11/22 07:53:00 PM,26.042,53.397,,,
2658,07/11/22 07:53:30 PM,26.066,53.464,,,
2659,07/11/22 07:54:00 PM,26.042,53.397,,,
2660,07/11/22 07:54:30 PM,26.042,53.397,,,
2661,07/11/22 07:55:00 PM,26.042,53.397,,,
2662,07/11/22 07:55:30 PM,26.042,53.429,,,
2663,07/11/22 07:56:00 PM,26.042,53.429,,,
2664,07/11/22 07:56:30 PM,26.042,53.429,,,
2665,07/11/22 07:57:00 PM,26.042,53.397,,,
2666,07/11/22 07:57:30 PM,26.042,53.429,,,
2667,07/11/22 07:58:00 PM,26.042,53.365,,,
2668,07/11/22 07:58:30 PM,26.042,53.397,,,
2669,07/11/22 07:59:00 PM,26.017,53.330,,,
2670,07/11/22 07:59:30 PM,26.042,53.302,,,
2671,07/11/22 08:00:00 PM,26.017,53.425,,,
2672,07/11/22 08:00:30 PM,26.017,53.425,,,
2673,07/11/22 08:01:00 PM,26.017,53.457,,,
2674,07/11/22 08:01:30 PM,26.017,53.362,,,
2675,07/11/22 08:02:00 PM,26.017,53.362,,,
2676,07/11/22 08:02:30 PM,26.017,53.457,,,
2677,07/11/22 08:03:00 PM,26.017,53.362,,,
2678,07/11/22 08:03:30 PM,25.993,53.422,,,
2679,07/11/22 08:04:00 PM,25.993,53.232,,,
2680,07/11/22 08:04:30 PM,25.993,53.390,,,
2681,07/11/22 08:05:00 PM,25.993,53.485,,,
2682,07/11/22 08:05:30 PM,25.993,53.485,,,
2683,07/11/22 08:06:00 PM,25.968,53.482,,,
2684,07/11/22 08:06:30 PM,25.968,53.418,,,
2685,07/11/22 08:07:00 PM,25.968,53.450,,,
2686,07/11/22 08:07:30 PM,25.968,53.387,,,
2687,07/11/22 08:08:00 PM,25.968,53.387,,,
2688,07/11/22 08:08:30 PM,25.968,53.418,,,
2689,07/11/22 08:09:00 PM,25.968,53.387,,,
2690,07/11/22 08:09:30 PM,25.968,53.387,,,
2691,07/11/22 08:10:00 PM,25.968,53.324,,,
2692,07/11/22 08:10:30 PM,25.944,53.415,,,
2693,07/11/22 08:11:00 PM,25.944,53.510,,,
2694,07/11/22 08:11:30 PM,25.944,53.478,,,
2695,07/11/22 08:12:00 PM,25.944,53.352,,,
2696,07/11/22 08:12:30 PM,25.944,53.352,,,
2697,07/11/22 08:13:00 PM,25.944,53.383,,,
2698,07/11/22 08:13:30 PM,25.944,53.320,,,
2699,07/11/22 08:14:00 PM,25.944,53.447,,,
2700,07/11/22 08:14:30 PM,25.944,53.478,,,
2701,07/11/22 08:15:00 PM,25.920,53.475,,,
2702,07/11/22 08:15:30 PM,25.920,53.475,,,
2703,07/11/22 08:16:00 PM,25.920,53.475,,,
2704,07/11/22 08:16:30 PM,25.920,53.475,,,
2705,07/11/22 08:17:00 PM,25.920,53.475,,,
2706,07/11/22 08:17:30 PM,25.920,53.475,,,
2707,07/11/22 08:18:00 PM,25.920,57.087,,,
2708,07/11/22 08:18:30 PM,25.920,55.302,,,
2709,07/11/22 08:19:00 PM,25.920,54.264,,,
2710,07/11/22 08:19:30 PM,25.944,58.150,,,
2711,07/11/22 08:20:00 PM,25.920,55.835,,,
2712,07/11/22 08:20:30 PM,25.944,59.299,,,
2713,07/11/22 08:21:00 PM,25.944,55.995,,,
2714,07/11/22 08:21:30 PM,25.944,54.991,,,
2715,07/11/22 08:22:00 PM,25.944,55.807,,,
2716,07/11/22 08:22:30 PM,25.944,60.321,,,
2717,07/11/22 08:23:00 PM,25.944,58.243,,,
2718,07/11/22 08:23:30 PM,25.968,57.998,,,
2719,07/11/22 08:24:00 PM,25.944,56.371,,,
2720,07/11/22 08:24:30 PM,25.944,56.903,,,
2721,07/11/22 08:25:00 PM,25.944,57.184,,,
2722,07/11/22 08:25:30 PM,25.944,57.215,,,
2723,07/11/22 08:26:00 PM,25.944,57.153,,,
2724,07/11/22 08:26:30 PM,25.920,57.305,,,
2725,07/11/22 08:27:00 PM,25.944,56.934,,,
2726,07/11/22 08:27:30 PM,25.944,57.402,,,
2727,07/11/22 08:28:00 PM,25.944,57.309,,,
2728,07/11/22 08:28:30 PM,25.920,57.118,,,
2729,07/11/22 08:29:00 PM,25.944,56.903,,,
2730,07/11/22 08:29:30 PM,25.920,56.868,,,
2731,07/11/22 08:30:00 PM,25.920,56.868,,,
2732,07/11/22 08:30:30 PM,25.920,55.741,,,
2733,07/11/22 08:31:00 PM,25.920,56.117,,,
2734,07/11/22 08:31:30 PM,25.920,56.242,,,
2735,07/11/22 08:32:00 PM,25.920,56.086,,,
2736,07/11/22 08:32:30 PM,25.920,55.929,,,
2737,07/11/22 08:33:00 PM,25.920,55.961,,,
2738,07/11/22 08:33:30 PM,25.920,55.898,,,
2739,07/11/22 08:34:00 PM,25.920,55.929,,,
2740,07/11/22 08:34:30 PM,25.944,55.870,,,
2741,07/11/22 08:35:00 PM,25.944,55.964,,,
2742,07/11/22 08:35:30 PM,25.920,55.616,,,
2743,07/11/22 08:36:00 PM,25.920,55.678,,,
2744,07/11/22 08:36:30 PM,25.944,55.776,,,
2745,07/11/22 08:37:00 PM,25.944,55.713,,,
2746,07/11/22 08:37:30 PM,25.944,55.651,,,
2747,07/11/22 08:38:00 PM,25.944,55.964,,,
2748,07/11/22 08:38:30 PM,25.944,55.776,,,
2749,07/11/22 08:39:00 PM,25.944,55.870,,,
2750,07/11/22 08:39:30 PM,25.944,55.901,,,
2751,07/11/22 08:40:00 PM,25.944,55.839,,,
2752,07/11/22 08:40:30 PM,25.944,55.901,,,
2753,07/11/22 08:41:00 PM,25.944,56.371,,,
2754,07/11/22 08:41:30 PM,25.968,56.156,,,
2755,07/11/22 08:42:00 PM,25.968,55.968,,,
2756,07/11/22 08:42:30 PM,25.968,56.062,,,
2757,07/11/22 08:43:00 PM,25.968,56.093,,,
2758,07/11/22 08:43:30 PM,25.968,56.062,,,
2759,07/11/22 08:44:00 PM,25.968,56.062,,,
2760,07/11/22 08:44:30 PM,25.968,56.093,,,
2761,07/11/22 08:45:00 PM,25.968,56.124,,,
2762,07/11/22 08:45:30 PM,25.968,56.156,,,
2763,07/11/22 08:46:00 PM,25.968,56.062,,,
2764,07/11/22 08:46:30 PM,25.968,56.030,,,
2765,07/11/22 08:47:00 PM,25.968,56.062,,,
2766,07/11/22 08:47:30 PM,25.993,56.097,,,
2767,07/11/22 08:48:00 PM,25.993,56.003,,,
2768,07/11/22 08:48:30 PM,25.968,56.030,,,
2769,07/11/22 08:49:00 PM,25.968,56.124,,,
2770,07/11/22 08:49:30 PM,25.968,56.093,,,
2771,07/11/22 08:50:00 PM,25.968,56.062,,,
2772,07/11/22 08:50:30 PM,25.993,56.097,,,
2773,07/11/22 08:51:00 PM,25.968,56.187,,,
2774,07/11/22 08:51:30 PM,25.968,56.187,,,
2775,07/11/22 08:52:00 PM,25.968,56.124,,,
2776,07/11/22 08:52:30 PM,25.968,56.218,,,
2777,07/11/22 08:53:00 PM,25.993,56.316,,,
2778,07/11/22 08:53:30 PM,25.968,56.312,,,
2779,07/11/22 08:54:00 PM,25.993,56.378,,,
2780,07/11/22 08:54:30 PM,25.968,56.437,,,
2781,07/11/22 08:55:00 PM,25.968,56.218,,,
2782,07/11/22 08:55:30 PM,25.968,56.281,,,
2783,07/11/22 08:56:00 PM,25.968,56.218,,,
2784,07/11/22 08:56:30 PM,25.968,56.312,,,
2785,07/11/22 08:57:00 PM,25.993,56.378,,,
2786,07/11/22 08:57:30 PM,25.993,56.441,,,
2787,07/11/22 08:58:00 PM,25.993,56.504,,,
2788,07/11/22 08:58:30 PM,25.993,56.691,,,
2789,07/11/22 08:59:00 PM,25.993,56.629,,,
2790,07/11/22 08:59:30 PM,25.968,56.719,,,
2791,07/11/22 09:00:00 PM,25.968,56.719,,,
2792,07/11/22 09:00:30 PM,25.968,56.813,,,
2793,07/11/22 09:01:00 PM,25.968,56.781,,,
2794,07/11/22 09:01:30 PM,25.993,56.723,,,
2795,07/11/22 09:02:00 PM,25.993,56.691,,,
2796,07/11/22 09:02:30 PM,25.993,56.754,,,
2797,07/11/22 09:03:00 PM,25.993,56.629,,,
2798,07/11/22 09:03:30 PM,25.993,56.629,,,
2799,07/11/22 09:04:00 PM,25.993,56.660,,,
2800,07/11/22 09:04:30 PM,25.993,56.629,,,
2801,07/11/22 09:05:00 PM,25.968,56.594,,,
2802,07/11/22 09:05:30 PM,25.968,56.500,,,
2803,07/11/22 09:06:00 PM,25.968,56.500,,,
2804,07/11/22 09:06:30 PM,25.968,56.437,,,
2805,07/11/22 09:07:00 PM,25.993,56.597,,,
2806,07/11/22 09:07:30 PM,25.993,56.504,,,
2807,07/11/22 09:08:00 PM,25.968,56.531,,,
2808,07/11/22 09:08:30 PM,25.993,56.504,,,
2809,07/11/22 09:09:00 PM,25.968,56.594,,,
2810,07/11/22 09:09:30 PM,25.968,56.469,,,
2811,07/11/22 09:10:00 PM,25.968,56.469,,,
2812,07/11/22 09:10:30 PM,25.993,56.316,,,
2813,07/11/22 09:11:00 PM,25.968,56.375,,,
2814,07/11/22 09:11:30 PM,25.968,56.437,,,
2815,07/11/22 09:12:00 PM,25.968,56.437,,,
2816,07/11/22 09:12:30 PM,25.968,56.344,,,
2817,07/11/22 09:13:00 PM,25.993,56.316,,,
2818,07/11/22 09:13:30 PM,25.968,56.281,,,
2819,07/11/22 09:14:00 PM,25.993,56.316,,,
2820,07/11/22 09:14:30 PM,25.968,56.312,,,
2821,07/11/22 09:15:00 PM,25.968,56.156,,,
2822,07/11/22 09:15:30 PM,25.968,56.156,,,
2823,07/11/22 09:16:00 PM,25.968,56.156,,,
2824,07/11/22 09:16:30 PM,25.968,56.187,,,
2825,07/11/22 09:17:00 PM,25.968,56.187,,,
2826,07/11/22 09:17:30 PM,25.968,56.218,,,
2827,07/11/22 09:18:00 PM,25.968,56.093,,,
2828,07/11/22 09:18:30 PM,25.968,56.187,,,
2829,07/11/22 09:19:00 PM,25.968,56.124,,,
2830,07/11/22 09:19:30 PM,25.968,56.124,,,
2831,07/11/22 09:20:00 PM,25.968,56.124,,,
2832,07/11/22 09:20:30 PM,25.968,56.062,,,
2833,07/11/22 09:21:00 PM,25.968,56.093,,,
2834,07/11/22 09:21:30 PM,25.968,56.093,,,
2835,07/11/22 09:22:00 PM,25.968,56.093,,,
2836,07/11/22 09:22:30 PM,25.944,56.027,,,
2837,07/11/22 09:23:00 PM,25.944,55.995,,,
2838,07/11/22 09:23:30 PM,25.968,56.030,,,
2839,07/11/22 09:24:00 PM,25.944,55.964,,,
2840,07/11/22 09:24:30 PM,25.968,55.936,,,
2841,07/11/22 09:25:00 PM,25.944,55.933,,,
2842,07/11/22 09:25:30 PM,25.944,55.995,,,
2843,07/11/22 09:26:00 PM,25.944,55.995,,,
2844,07/11/22 09:26:30 PM,25.944,55.933,,,
2845,07/11/22 09:27:00 PM,25.944,55.901,,,
2846,07/11/22 09:27:30 PM,25.944,55.933,,,
2847,07/11/22 09:28:00 PM,25.944,55.839,,,
2848,07/11/22 09:28:30 PM,25.944,55.933,,,
2849,07/11/22 09:29:00 PM,25.944,55.901,,,
2850,07/11/22 09:29:30 PM,25.944,55.839,,,
2851,07/11/22 09:30:00 PM,25.944,55.807,,,
2852,07/11/22 09:30:30 PM,25.944,55.839,,,
2853,07/11/22 09:31:00 PM,25.944,55.870,,,
2854,07/11/22 09:31:30 PM,25.944,55.807,,,
2855,07/11/22 09:32:00 PM,25.944,55.776,,,
2856,07/11/22 09:32:30 PM,25.944,55.807,,,
2857,07/11/22 09:33:00 PM,25.944,55.745,,,
2858,07/11/22 09:33:30 PM,25.944,55.933,,,
2859,07/11/22 09:34:00 PM,25.944,55.901,,,
2860,07/11/22 09:34:30 PM,25.920,55.804,,,
2861,07/11/22 09:35:00 PM,25.920,55.835,,,
2862,07/11/22 09:35:30 PM,25.920,55.772,,,
2863,07/11/22 09:36:00 PM,25.920,55.804,,,
2864,07/11/22 09:36:30 PM,25.920,55.804,,,
2865,07/11/22 09:37:00 PM,25.920,55.741,,,
2866,07/11/22 09:37:30 PM,25.920,55.710,,,
2867,07/11/22 09:38:00 PM,25.920,55.741,,,
2868,07/11/22 09:38:30 PM,25.920,55.741,,,
2869,07/11/22 09:39:00 PM,25.920,55.647,,,
2870,07/11/22 09:39:30 PM,25.895,55.675,,,
2871,07/11/22 09:40:00 PM,25.920,55.678,,,
2872,07/11/22 09:40:30 PM,25.920,55.678,,,
2873,07/11/22 09:41:00 PM,25.895,55.643,,,
2874,07/11/22 09:41:30 PM,25.895,55.612,,,
2875,07/11/22 09:42:00 PM,25.920,55.616,,,
2876,07/11/22 09:42:30 PM,25.920,55.678,,,
2877,07/11/22 09:43:00 PM,25.920,55.616,,,
2878,07/11/22 09:43:30 PM,25.895,55.612,,,
2879,07/11/22 09:44:00 PM,25.895,55.675,,,
2880,07/11/22 09:44:30 PM,25.895,55.675,,,
2881,07/11/22 09:45:00 PM,25.895,55.581,,,
2882,07/11/22 09:45:30 PM,25.895,55.581,,,
2883,07/11/22 09:46:00 PM,25.895,55.549,,,
2884,07/11/22 09:46:30 PM,25.895,55.612,,,
2885,07/11/22 09:47:00 PM,25.895,55.612,,,
2886,07/11/22 09:47:30 PM,25.871,55.546,,,
2887,07/11/22 09:48:00 PM,25.895,55.549,,,
2888,07/11/22 09:48:30 PM,25.871,55.577,,,
2889,07/11/22 09:49:00 PM,25.871,55.609,,,
2890,07/11/22 09:49:30 PM,25.871,55.609,,,
2891,07/11/22 09:50:00 PM,25.871,55.577,,,
2892,07/11/22 09:50:30 PM,25.871,55.546,,,
2893,07/11/22 09:51:00 PM,25.871,55.514,,,
2894,07/11/22 09:51:30 PM,25.871,55.609,,,
2895,07/11/22 09:52:00 PM,25.871,55.514,,,
2896,07/11/22 09:52:30 PM,25.871,55.483,,,
2897,07/11/22 09:53:00 PM,25.871,55.483,,,
2898,07/11/22 09:53:30 PM,25.871,55.483,,,
2899,07/11/22 09:54:00 PM,25.871,55.483,,,
2900,07/11/22 09:54:30 PM,25.871,55.483,,,
2901,07/11/22 09:55:00 PM,25.871,55.514,,,
2902,07/11/22 09:55:30 PM,25.847,55.479,,,
2903,07/11/22 09:56:00 PM,25.847,55.479,,,
