"Plot Title: TRH_4"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10981294, SEN S/N: 10981294, LBL: Temp_4)","RH, % (LGR S/N: 10981294, SEN S/N: 10981294, LBL: RH_4)","Host Connected (LGR S/N: 10981294)","Stopped (LGR S/N: 10981294)","End Of File (LGR S/N: 10981294)"
2280,08/31/22 03:39:30 PM,25.482,48.644,,,
2281,08/31/22 03:40:00 PM,25.458,48.641,,,
2282,08/31/22 03:40:30 PM,25.458,48.609,,,
2283,08/31/22 03:41:00 PM,25.458,48.609,,,
2284,08/31/22 03:41:30 PM,25.458,48.641,,,
2285,08/31/22 03:42:00 PM,25.458,48.641,,,
2286,08/31/22 03:42:30 PM,25.458,48.673,,,
2287,08/31/22 03:43:00 PM,25.458,48.417,,,
2288,08/31/22 03:43:30 PM,25.458,48.577,,,
2289,08/31/22 03:44:00 PM,25.458,48.705,,,
2290,08/31/22 03:44:30 PM,25.458,48.577,,,
2291,08/31/22 03:45:00 PM,25.433,48.606,,,
2292,08/31/22 03:45:30 PM,25.433,48.670,,,
2293,08/31/22 03:46:00 PM,25.409,48.699,,,
2294,08/31/22 03:46:30 PM,25.409,48.667,,,
2295,08/31/22 03:47:00 PM,25.433,48.510,,,
2296,08/31/22 03:47:30 PM,25.409,48.635,,,
2297,08/31/22 03:48:00 PM,25.409,48.571,,,
2298,08/31/22 03:48:30 PM,25.409,48.635,,,
2299,08/31/22 03:49:00 PM,25.433,48.670,,,
2300,08/31/22 03:49:30 PM,25.409,48.763,,,
2301,08/31/22 03:50:00 PM,25.409,48.763,,,
2302,08/31/22 03:50:30 PM,25.409,48.827,,,
2303,08/31/22 03:51:00 PM,25.409,48.699,,,
2304,08/31/22 03:51:30 PM,25.409,48.699,,,
2305,08/31/22 03:52:00 PM,25.409,48.378,,,
2306,08/31/22 03:52:30 PM,25.409,48.443,,,
2307,08/31/22 03:53:00 PM,25.433,48.542,,,
2308,08/31/22 03:53:30 PM,25.433,48.574,,,
2309,08/31/22 03:54:00 PM,25.433,48.542,,,
2310,08/31/22 03:54:30 PM,25.409,48.507,,,
2311,08/31/22 03:55:00 PM,25.409,48.571,,,
2312,08/31/22 03:55:30 PM,25.433,48.542,,,
2313,08/31/22 03:56:00 PM,25.433,48.542,,,
2314,08/31/22 03:56:30 PM,25.433,48.510,,,
2315,08/31/22 03:57:00 PM,25.433,48.510,,,
2316,08/31/22 03:57:30 PM,25.458,48.385,,,
2317,08/31/22 03:58:00 PM,25.482,47.971,,,
2318,08/31/22 03:58:30 PM,25.458,48.288,,,
2319,08/31/22 03:59:00 PM,25.458,48.096,,,
2320,08/31/22 03:59:30 PM,25.458,48.449,,,
2321,08/31/22 04:00:00 PM,25.458,48.353,,,
2322,08/31/22 04:00:30 PM,25.458,48.449,,,
2323,08/31/22 04:01:00 PM,25.458,48.385,,,
2324,08/31/22 04:01:30 PM,25.458,48.385,,,
2325,08/31/22 04:02:00 PM,25.458,48.449,,,
2326,08/31/22 04:02:30 PM,25.433,48.285,,,
2327,08/31/22 04:03:00 PM,25.433,48.382,,,
2328,08/31/22 04:03:30 PM,25.433,48.382,,,
2329,08/31/22 04:04:00 PM,25.433,48.446,,,
2330,08/31/22 04:04:30 PM,25.433,47.836,,,
2331,08/31/22 04:05:00 PM,25.433,47.161,,,
2332,08/31/22 04:05:30 PM,25.433,47.932,,,
2333,08/31/22 04:06:00 PM,25.433,48.125,,,
2334,08/31/22 04:06:30 PM,25.433,48.093,,,
2335,08/31/22 04:07:00 PM,25.433,47.868,,,
2336,08/31/22 04:07:30 PM,25.433,47.997,,,
2337,08/31/22 04:08:00 PM,25.433,47.965,,,
2338,08/31/22 04:08:30 PM,25.433,48.253,,,
2339,08/31/22 04:09:00 PM,25.433,47.965,,,
2340,08/31/22 04:09:30 PM,25.433,47.804,,,
2341,08/31/22 04:10:00 PM,25.433,47.932,,,
2342,08/31/22 04:10:30 PM,25.433,47.997,,,
2343,08/31/22 04:11:00 PM,25.433,47.932,,,
2344,08/31/22 04:11:30 PM,25.433,47.900,,,
2345,08/31/22 04:12:00 PM,25.433,47.997,,,
2346,08/31/22 04:12:30 PM,25.433,47.451,,,
2347,08/31/22 04:13:00 PM,25.433,47.997,,,
2348,08/31/22 04:13:30 PM,25.458,47.293,,,
2349,08/31/22 04:14:00 PM,25.433,48.093,,,
2350,08/31/22 04:14:30 PM,25.458,48.000,,,
2351,08/31/22 04:15:00 PM,25.458,48.224,,,
2352,08/31/22 04:15:30 PM,25.458,47.775,,,
2353,08/31/22 04:16:00 PM,25.433,48.189,,,
2354,08/31/22 04:16:30 PM,25.433,48.029,,,
2355,08/31/22 04:17:00 PM,25.433,48.125,,,
2356,08/31/22 04:17:30 PM,25.433,48.189,,,
2357,08/31/22 04:18:00 PM,25.409,48.378,,,
2358,08/31/22 04:18:30 PM,25.409,48.186,,,
2359,08/31/22 04:19:00 PM,25.385,48.215,,,
2360,08/31/22 04:19:30 PM,25.385,48.343,,,
2361,08/31/22 04:20:00 PM,25.385,48.407,,,
2362,08/31/22 04:20:30 PM,25.385,48.343,,,
2363,08/31/22 04:21:00 PM,25.361,48.436,,,
2364,08/31/22 04:21:30 PM,25.385,48.343,,,
2365,08/31/22 04:22:00 PM,25.361,47.987,,,
2366,08/31/22 04:22:30 PM,25.361,48.340,,,
2367,08/31/22 04:23:00 PM,25.361,48.468,,,
2368,08/31/22 04:23:30 PM,25.336,48.433,,,
2369,08/31/22 04:24:00 PM,25.361,48.372,,,
2370,08/31/22 04:24:30 PM,25.361,48.212,,,
2371,08/31/22 04:25:00 PM,25.336,48.273,,,
2372,08/31/22 04:25:30 PM,25.336,48.145,,,
2373,08/31/22 04:26:00 PM,25.336,48.177,,,
2374,08/31/22 04:26:30 PM,25.336,47.952,,,
2375,08/31/22 04:27:00 PM,25.361,48.020,,,
2376,08/31/22 04:27:30 PM,25.336,48.113,,,
2377,08/31/22 04:28:00 PM,25.361,47.474,,,
2378,08/31/22 04:28:30 PM,25.361,48.116,,,
2379,08/31/22 04:29:00 PM,25.336,48.016,,,
2380,08/31/22 04:29:30 PM,25.336,48.113,,,
2381,08/31/22 04:30:00 PM,25.361,47.987,,,
2382,08/31/22 04:30:30 PM,25.361,48.052,,,
2383,08/31/22 04:31:00 PM,25.336,47.952,,,
2384,08/31/22 04:31:30 PM,25.336,48.016,,,
2385,08/31/22 04:32:00 PM,25.361,46.701,,,
2386,08/31/22 04:32:30 PM,25.361,47.987,,,
2387,08/31/22 04:33:00 PM,25.361,47.795,,,
2388,08/31/22 04:33:30 PM,25.361,47.891,,,
2389,08/31/22 04:34:00 PM,25.336,48.081,,,
2390,08/31/22 04:34:30 PM,25.336,48.177,,,
2391,08/31/22 04:35:00 PM,25.336,48.273,,,
2392,08/31/22 04:35:30 PM,25.336,48.145,,,
2393,08/31/22 04:36:00 PM,25.336,48.241,,,
2394,08/31/22 04:36:30 PM,25.312,48.302,,,
2395,08/31/22 04:37:00 PM,25.312,48.238,,,
2396,08/31/22 04:37:30 PM,25.312,48.366,,,
2397,08/31/22 04:38:00 PM,25.336,48.016,,,
2398,08/31/22 04:38:30 PM,25.312,47.371,,,
2399,08/31/22 04:39:00 PM,25.312,48.206,,,
2400,08/31/22 04:39:30 PM,25.312,47.949,,,
2401,08/31/22 04:40:00 PM,25.312,47.981,,,
2402,08/31/22 04:40:30 PM,25.312,48.174,,,
2403,08/31/22 04:41:00 PM,25.312,48.174,,,
2404,08/31/22 04:41:30 PM,25.312,46.663,,,
2405,08/31/22 04:42:00 PM,25.312,48.078,,,
2406,08/31/22 04:42:30 PM,25.312,47.146,,,
2407,08/31/22 04:43:00 PM,25.312,48.046,,,
2408,08/31/22 04:43:30 PM,25.312,48.174,,,
2409,08/31/22 04:44:00 PM,25.312,48.206,,,
2410,08/31/22 04:44:30 PM,25.288,48.235,,,
2411,08/31/22 04:45:00 PM,25.288,48.139,,,
2412,08/31/22 04:45:30 PM,25.288,47.978,,,
2413,08/31/22 04:46:00 PM,25.288,46.660,,,
2414,08/31/22 04:46:30 PM,25.288,47.465,,,
2415,08/31/22 04:47:00 PM,25.288,47.336,,,
2416,08/31/22 04:47:30 PM,25.288,47.529,,,
2417,08/31/22 04:48:00 PM,25.312,47.210,,,
2418,08/31/22 04:48:30 PM,25.312,47.275,,,
2419,08/31/22 04:49:00 PM,25.288,47.207,,,
2420,08/31/22 04:49:30 PM,25.288,47.304,,,
2421,08/31/22 04:50:00 PM,25.288,47.818,,,
2422,08/31/22 04:50:30 PM,25.312,46.438,,,
2423,08/31/22 04:51:00 PM,25.288,47.079,,,
2424,08/31/22 04:51:30 PM,25.288,47.336,,,
2425,08/31/22 04:52:00 PM,25.312,46.792,,,
2426,08/31/22 04:52:30 PM,25.312,47.660,,,
2427,08/31/22 04:53:00 PM,25.312,47.339,,,
2428,08/31/22 04:53:30 PM,25.312,47.050,,,
2429,08/31/22 04:54:00 PM,25.312,47.114,,,
2430,08/31/22 04:54:30 PM,25.288,46.821,,,
2431,08/31/22 04:55:00 PM,25.312,45.566,,,
2432,08/31/22 04:55:30 PM,25.288,47.561,,,
2433,08/31/22 04:56:00 PM,25.288,45.466,,,
2434,08/31/22 04:56:30 PM,25.288,47.400,,,
2435,08/31/22 04:57:00 PM,25.288,47.432,,,
2436,08/31/22 04:57:30 PM,25.288,47.368,,,
2437,08/31/22 04:58:00 PM,25.264,47.558,,,
2438,08/31/22 04:58:30 PM,25.264,47.590,,,
2439,08/31/22 04:59:00 PM,25.288,44.462,,,
2440,08/31/22 04:59:30 PM,25.264,47.590,,,
2441,08/31/22 05:00:00 PM,25.264,47.590,,,
2442,08/31/22 05:00:30 PM,25.264,47.397,,,
2443,08/31/22 05:01:00 PM,25.264,47.622,,,
2444,08/31/22 05:01:30 PM,25.264,47.172,,,
2445,08/31/22 05:02:00 PM,25.288,45.854,,,
2446,08/31/22 05:02:30 PM,25.288,47.400,,,
2447,08/31/22 05:03:00 PM,25.288,45.531,,,
2448,08/31/22 05:03:30 PM,25.288,47.079,,,
2449,08/31/22 05:04:00 PM,25.312,46.147,,,
2450,08/31/22 05:04:30 PM,25.312,46.889,,,
2451,08/31/22 05:05:00 PM,25.312,46.276,,,
2452,08/31/22 05:05:30 PM,25.312,46.276,,,
2453,08/31/22 05:06:00 PM,25.312,44.692,,,
2454,08/31/22 05:06:30 PM,25.312,45.728,,,
2455,08/31/22 05:07:00 PM,25.288,45.725,,,
2456,08/31/22 05:07:30 PM,25.288,44.657,,,
2457,08/31/22 05:08:00 PM,25.288,45.983,,,
2458,08/31/22 05:08:30 PM,25.288,46.241,,,
2459,08/31/22 05:09:00 PM,25.288,46.435,,,
2460,08/31/22 05:09:30 PM,25.288,46.435,,,
2461,08/31/22 05:10:00 PM,25.288,45.951,,,
2462,08/31/22 05:10:30 PM,25.312,45.210,,,
2463,08/31/22 05:11:00 PM,25.312,46.373,,,
2464,08/31/22 05:11:30 PM,25.312,46.212,,,
2465,08/31/22 05:12:00 PM,25.312,46.309,,,
2466,08/31/22 05:12:30 PM,25.312,46.115,,,
2467,08/31/22 05:13:00 PM,25.312,46.309,,,
2468,08/31/22 05:13:30 PM,25.312,46.373,,,
2469,08/31/22 05:14:00 PM,25.312,45.307,,,
2470,08/31/22 05:14:30 PM,25.312,45.921,,,
2471,08/31/22 05:15:00 PM,25.312,45.921,,,
2472,08/31/22 05:15:30 PM,25.288,46.209,,,
2473,08/31/22 05:16:00 PM,25.312,46.018,,,
2474,08/31/22 05:16:30 PM,25.288,46.499,,,
2475,08/31/22 05:17:00 PM,25.288,46.177,,,
2476,08/31/22 05:17:30 PM,25.288,45.951,,,
2477,08/31/22 05:18:00 PM,25.288,45.466,,,
2478,08/31/22 05:18:30 PM,25.288,46.564,,,
2479,08/31/22 05:19:00 PM,25.264,46.045,,,
2480,08/31/22 05:19:30 PM,25.288,45.466,,,
2481,08/31/22 05:20:00 PM,25.288,45.918,,,
2482,08/31/22 05:20:30 PM,25.264,46.270,,,
2483,08/31/22 05:21:00 PM,25.264,45.592,,,
2484,08/31/22 05:21:30 PM,25.264,45.689,,,
2485,08/31/22 05:22:00 PM,25.264,45.915,,,
2486,08/31/22 05:22:30 PM,25.239,45.977,,,
2487,08/31/22 05:23:00 PM,25.239,45.848,,,
2488,08/31/22 05:23:30 PM,25.239,46.074,,,
2489,08/31/22 05:24:00 PM,25.239,46.042,,,
2490,08/31/22 05:24:30 PM,25.264,46.270,,,
2491,08/31/22 05:25:00 PM,25.239,46.171,,,
2492,08/31/22 05:25:30 PM,25.239,46.009,,,
2493,08/31/22 05:26:00 PM,25.239,46.300,,,
2494,08/31/22 05:26:30 PM,25.264,45.140,,,
2495,08/31/22 05:27:00 PM,25.264,45.754,,,
2496,08/31/22 05:27:30 PM,25.239,45.719,,,
2497,08/31/22 05:28:00 PM,25.239,45.719,,,
2498,08/31/22 05:28:30 PM,25.239,45.945,,,
2499,08/31/22 05:29:00 PM,25.239,46.042,,,
2500,08/31/22 05:29:30 PM,25.239,46.009,,,
2501,08/31/22 05:30:00 PM,25.239,45.880,,,
2502,08/31/22 05:30:30 PM,25.239,46.300,,,
2503,08/31/22 05:31:00 PM,25.239,46.138,,,
2504,08/31/22 05:31:30 PM,25.239,46.235,,,
2505,08/31/22 05:32:00 PM,25.239,46.461,,,
2506,08/31/22 05:32:30 PM,25.215,46.426,,,
2507,08/31/22 05:33:00 PM,25.215,46.490,,,
2508,08/31/22 05:33:30 PM,25.215,46.458,,,
2509,08/31/22 05:34:00 PM,25.215,46.329,,,
2510,08/31/22 05:34:30 PM,25.215,46.490,,,
2511,08/31/22 05:35:00 PM,25.215,46.555,,,
2512,08/31/22 05:35:30 PM,25.215,46.748,,,
2513,08/31/22 05:36:00 PM,25.215,46.522,,,
2514,08/31/22 05:36:30 PM,25.215,46.103,,,
2515,08/31/22 05:37:00 PM,25.215,45.780,,,
2516,08/31/22 05:37:30 PM,25.215,44.875,,,
2517,08/31/22 05:38:00 PM,25.215,46.748,,,
2518,08/31/22 05:38:30 PM,25.191,44.743,,,
2519,08/31/22 05:39:00 PM,25.215,46.200,,,
2520,08/31/22 05:39:30 PM,25.215,46.039,,,
2521,08/31/22 05:40:00 PM,25.191,45.842,,,
2522,08/31/22 05:40:30 PM,25.191,46.390,,,
2523,08/31/22 05:41:00 PM,25.191,46.100,,,
2524,08/31/22 05:41:30 PM,25.191,45.390,,,
2525,08/31/22 05:42:00 PM,25.167,46.452,,,
2526,08/31/22 05:42:30 PM,25.167,46.097,,,
2527,08/31/22 05:43:00 PM,25.167,46.001,,,
2528,08/31/22 05:43:30 PM,25.167,46.162,,,
2529,08/31/22 05:44:00 PM,25.167,45.645,,,
2530,08/31/22 05:44:30 PM,25.167,45.839,,,
2531,08/31/22 05:45:00 PM,25.142,46.256,,,
2532,08/31/22 05:45:30 PM,25.142,46.481,,,
2533,08/31/22 05:46:00 PM,25.142,45.739,,,
2534,08/31/22 05:46:30 PM,25.142,46.513,,,
2535,08/31/22 05:47:00 PM,25.142,45.998,,,
2536,08/31/22 05:47:30 PM,25.142,46.288,,,
2537,08/31/22 05:48:00 PM,25.142,46.223,,,
2538,08/31/22 05:48:30 PM,25.118,46.027,,,
2539,08/31/22 05:49:00 PM,25.142,46.513,,,
2540,08/31/22 05:49:30 PM,25.118,45.801,,,
2541,08/31/22 05:50:00 PM,25.118,45.833,,,
2542,08/31/22 05:50:30 PM,25.118,45.866,,,
2543,08/31/22 05:51:00 PM,25.118,43.891,,,
2544,08/31/22 05:51:30 PM,25.142,45.384,,,
2545,08/31/22 05:52:00 PM,25.118,45.413,,,
2546,08/31/22 05:52:30 PM,25.118,45.704,,,
2547,08/31/22 05:53:00 PM,25.118,45.575,,,
2548,08/31/22 05:53:30 PM,25.118,44.280,,,
2549,08/31/22 05:54:00 PM,25.142,45.546,,,
2550,08/31/22 05:54:30 PM,25.142,45.642,,,
2551,08/31/22 05:55:00 PM,25.142,45.642,,,
2552,08/31/22 05:55:30 PM,25.142,45.287,,,
2553,08/31/22 05:56:00 PM,25.118,45.801,,,
2554,08/31/22 05:56:30 PM,25.118,45.833,,,
2555,08/31/22 05:57:00 PM,25.118,46.027,,,
2556,08/31/22 05:57:30 PM,25.118,44.118,,,
2557,08/31/22 05:58:00 PM,25.118,45.704,,,
2558,08/31/22 05:58:30 PM,25.118,45.898,,,
2559,08/31/22 05:59:00 PM,25.094,45.701,,,
2560,08/31/22 05:59:30 PM,25.094,45.119,,,
2561,08/31/22 06:00:00 PM,25.094,45.249,,,
2562,08/31/22 06:00:30 PM,25.094,45.572,,,
2563,08/31/22 06:01:00 PM,25.094,45.798,,,
2564,08/31/22 06:01:30 PM,25.094,45.604,,,
2565,08/31/22 06:02:00 PM,25.094,45.798,,,
2566,08/31/22 06:02:30 PM,25.094,45.410,,,
2567,08/31/22 06:03:00 PM,25.070,45.601,,,
2568,08/31/22 06:03:30 PM,25.070,45.666,,,
2569,08/31/22 06:04:00 PM,25.070,46.021,,,
2570,08/31/22 06:04:30 PM,25.070,46.053,,,
2571,08/31/22 06:05:00 PM,25.045,44.466,,,
2572,08/31/22 06:05:30 PM,25.045,45.114,,,
2573,08/31/22 06:06:00 PM,25.045,44.693,,,
2574,08/31/22 06:06:30 PM,25.045,45.081,,,
2575,08/31/22 06:07:00 PM,25.021,44.787,,,
2576,08/31/22 06:07:30 PM,25.021,44.690,,,
2577,08/31/22 06:08:00 PM,25.045,45.954,,,
2578,08/31/22 06:08:30 PM,25.045,46.308,,,
2579,08/31/22 06:09:00 PM,25.021,44.884,,,
2580,08/31/22 06:09:30 PM,25.021,43.750,,,
2581,08/31/22 06:10:00 PM,25.021,43.002,,,
2582,08/31/22 06:10:30 PM,25.021,43.620,,,
2583,08/31/22 06:11:00 PM,24.997,44.979,,,
2584,08/31/22 06:11:30 PM,24.997,43.162,,,
2585,08/31/22 06:12:00 PM,24.997,45.237,,,
2586,08/31/22 06:12:30 PM,24.973,45.428,,,
2587,08/31/22 06:13:00 PM,24.997,45.722,,,
2588,08/31/22 06:13:30 PM,24.973,44.360,,,
2589,08/31/22 06:14:00 PM,24.973,45.493,,,
2590,08/31/22 06:14:30 PM,24.973,45.525,,,
2591,08/31/22 06:15:00 PM,24.973,45.428,,,
2592,08/31/22 06:15:30 PM,24.973,45.590,,,
2593,08/31/22 06:16:00 PM,24.973,45.687,,,
2594,08/31/22 06:16:30 PM,24.948,43.416,,,
2595,08/31/22 06:17:00 PM,24.924,43.771,,,
2596,08/31/22 06:17:30 PM,24.924,44.452,,,
2597,08/31/22 06:18:00 PM,24.924,44.938,,,
2598,08/31/22 06:18:30 PM,24.924,43.413,,,
2599,08/31/22 06:19:00 PM,24.924,42.372,,,
2600,08/31/22 06:19:30 PM,24.924,43.998,,,
2601,08/31/22 06:20:00 PM,24.900,41.912,,,
2602,08/31/22 06:20:30 PM,24.900,44.157,,,
2603,08/31/22 06:21:00 PM,24.900,44.287,,,
2604,08/31/22 06:21:30 PM,24.900,42.239,,,
2605,08/31/22 06:22:00 PM,24.900,44.740,,,
2606,08/31/22 06:22:30 PM,24.900,44.092,,,
2607,08/31/22 06:23:00 PM,24.900,44.967,,,
2608,08/31/22 06:23:30 PM,24.876,44.641,,,
2609,08/31/22 06:24:00 PM,24.876,43.992,,,
2610,08/31/22 06:24:30 PM,24.876,43.927,,,
2611,08/31/22 06:25:00 PM,24.876,43.050,,,
2612,08/31/22 06:25:30 PM,24.852,44.281,,,
2613,08/31/22 06:26:00 PM,24.852,42.950,,,
2614,08/31/22 06:26:30 PM,24.852,43.860,,,
2615,08/31/22 06:27:00 PM,24.852,43.535,,,
2616,08/31/22 06:27:30 PM,24.827,41.512,,,
2617,08/31/22 06:28:00 PM,24.803,44.178,,,
2618,08/31/22 06:28:30 PM,24.803,43.562,,,
2619,08/31/22 06:29:00 PM,24.827,44.991,,,
2620,08/31/22 06:29:30 PM,24.803,43.270,,,
2621,08/31/22 06:30:00 PM,24.803,44.567,,,
2622,08/31/22 06:30:30 PM,24.803,44.826,,,
2623,08/31/22 06:31:00 PM,24.803,43.951,,,
2624,08/31/22 06:31:30 PM,24.779,44.629,,,
2625,08/31/22 06:32:00 PM,24.803,44.243,,,
2626,08/31/22 06:32:30 PM,24.779,44.726,,,
2627,08/31/22 06:33:00 PM,24.803,44.567,,,
2628,08/31/22 06:33:30 PM,24.779,45.114,,,
2629,08/31/22 06:34:00 PM,24.779,43.689,,,
2630,08/31/22 06:34:30 PM,24.779,44.694,,,
2631,08/31/22 06:35:00 PM,24.779,44.208,,,
2632,08/31/22 06:35:30 PM,24.755,43.654,,,
2633,08/31/22 06:36:00 PM,24.755,43.784,,,
2634,08/31/22 06:36:30 PM,24.731,43.975,,,
2635,08/31/22 06:37:00 PM,24.731,44.364,,,
2636,08/31/22 06:37:30 PM,24.706,43.778,,,
2637,08/31/22 06:38:00 PM,24.706,43.746,,,
2638,08/31/22 06:38:30 PM,24.706,45.009,,,
2639,08/31/22 06:39:00 PM,24.706,42.803,,,
2640,08/31/22 06:39:30 PM,24.682,43.483,,,
2641,08/31/22 06:40:00 PM,24.658,42.602,,,
2642,08/31/22 06:40:30 PM,24.682,42.768,,,
2643,08/31/22 06:41:00 PM,24.658,43.123,,,
2644,08/31/22 06:41:30 PM,24.658,44.582,,,
2645,08/31/22 06:42:00 PM,24.658,44.129,,,
2646,08/31/22 06:42:30 PM,24.658,44.874,,,
2647,08/31/22 06:43:00 PM,24.658,44.841,,,
2648,08/31/22 06:43:30 PM,24.658,45.197,,,
2649,08/31/22 06:44:00 PM,24.634,43.964,,,
2650,08/31/22 06:44:30 PM,24.634,42.958,,,
2651,08/31/22 06:45:00 PM,24.610,42.987,,,
2652,08/31/22 06:45:30 PM,24.610,43.864,,,
2653,08/31/22 06:46:00 PM,24.586,43.991,,,
2654,08/31/22 06:46:30 PM,24.586,44.897,,,
2655,08/31/22 06:47:00 PM,24.586,44.542,,,
2656,08/31/22 06:47:30 PM,24.586,43.602,,,
2657,08/31/22 06:48:00 PM,24.561,43.437,,,
2658,08/31/22 06:48:30 PM,24.561,44.215,,,
2659,08/31/22 06:49:00 PM,24.537,44.018,,,
2660,08/31/22 06:49:30 PM,24.537,44.277,,,
2661,08/31/22 06:50:00 PM,24.513,44.047,,,
2662,08/31/22 06:50:30 PM,24.489,44.789,,,
2663,08/31/22 06:51:00 PM,24.513,44.856,,,
2664,08/31/22 06:51:30 PM,24.489,45.241,,,
2665,08/31/22 06:52:00 PM,24.489,43.818,,,
2666,08/31/22 06:52:30 PM,24.465,44.851,,,
2667,08/31/22 06:53:00 PM,24.465,45.238,,,
2668,08/31/22 06:53:30 PM,24.465,45.432,,,
2669,08/31/22 06:54:00 PM,24.441,44.460,,,
2670,08/31/22 06:54:30 PM,24.441,45.751,,,
2671,08/31/22 06:55:00 PM,24.441,45.655,,,
2672,08/31/22 06:55:30 PM,24.441,44.718,,,
2673,08/31/22 06:56:00 PM,24.441,45.042,,,
2674,08/31/22 06:56:30 PM,24.441,44.977,,,
2675,08/31/22 06:57:00 PM,24.441,44.945,,,
2676,08/31/22 06:57:30 PM,24.417,45.265,,,
2677,08/31/22 06:58:00 PM,24.417,45.877,,,
2678,08/31/22 06:58:30 PM,24.417,44.942,,,
2679,08/31/22 06:59:00 PM,24.392,45.165,,,
2680,08/31/22 06:59:30 PM,24.392,45.681,,,
2681,08/31/22 07:00:00 PM,24.344,44.804,,,
2682,08/31/22 07:00:30 PM,24.344,45.578,,,
2683,08/31/22 07:01:00 PM,24.344,45.288,,,
2684,08/31/22 07:01:30 PM,24.320,45.479,,,
2685,08/31/22 07:02:00 PM,24.320,46.027,,,
2686,08/31/22 07:02:30 PM,24.320,45.543,,,
2687,08/31/22 07:03:00 PM,24.296,45.540,,,
2688,08/31/22 07:03:30 PM,24.296,45.573,,,
2689,08/31/22 07:04:00 PM,24.296,45.927,,,
2690,08/31/22 07:04:30 PM,24.272,46.214,,,
2691,08/31/22 07:05:00 PM,24.248,46.179,,,
2692,08/31/22 07:05:30 PM,24.248,46.307,,,
2693,08/31/22 07:06:00 PM,24.223,46.497,,,
2694,08/31/22 07:06:30 PM,24.223,46.561,,,
2695,08/31/22 07:07:00 PM,24.199,46.623,,,
2696,08/31/22 07:07:30 PM,24.175,46.620,,,
2697,08/31/22 07:08:00 PM,24.175,46.844,,,
2698,08/31/22 07:08:30 PM,24.127,47.191,,,
2699,08/31/22 07:09:00 PM,24.127,46.999,,,
2700,08/31/22 07:09:30 PM,24.103,47.220,,,
2701,08/31/22 07:10:00 PM,24.079,47.057,,,
2702,08/31/22 07:10:30 PM,24.079,47.153,,,
2703,08/31/22 07:11:00 PM,24.055,47.054,,,
2704,08/31/22 07:11:30 PM,24.055,47.278,,,
2705,08/31/22 07:12:00 PM,24.055,47.310,,,
2706,08/31/22 07:12:30 PM,24.031,47.083,,,
2707,08/31/22 07:13:00 PM,24.031,47.339,,,
2708,08/31/22 07:13:30 PM,24.006,47.080,,,
2709,08/31/22 07:14:00 PM,24.006,46.920,,,
2710,08/31/22 07:14:30 PM,24.006,47.112,,,
2711,08/31/22 07:15:00 PM,23.982,47.365,,,
2712,08/31/22 07:15:30 PM,23.982,47.237,,,
2713,08/31/22 07:16:00 PM,23.958,47.234,,,
2714,08/31/22 07:16:30 PM,23.934,47.263,,,
2715,08/31/22 07:17:00 PM,23.910,47.356,,,
2716,08/31/22 07:17:30 PM,23.886,47.577,,,
2717,08/31/22 07:18:00 PM,23.886,47.481,,,
2718,08/31/22 07:18:30 PM,23.862,47.670,,,
2719,08/31/22 07:19:00 PM,23.838,47.763,,,
2720,08/31/22 07:19:30 PM,23.814,47.888,,,
2721,08/31/22 07:20:00 PM,23.790,48.077,,,
2722,08/31/22 07:20:30 PM,23.790,47.789,,,
2723,08/31/22 07:21:00 PM,23.790,48.300,,,
2724,08/31/22 07:21:30 PM,23.790,48.236,,,
2725,08/31/22 07:22:00 PM,23.790,48.523,,,
2726,08/31/22 07:22:30 PM,23.766,48.712,,,
2727,08/31/22 07:23:00 PM,23.766,48.807,,,
2728,08/31/22 07:23:30 PM,23.717,49.151,,,
2729,08/31/22 07:24:00 PM,23.669,49.431,,,
2730,08/31/22 07:24:30 PM,23.597,49.739,,,
2731,08/31/22 07:25:00 PM,23.573,49.800,,,
2732,08/31/22 07:25:30 PM,23.549,49.923,,,
2733,08/31/22 07:26:00 PM,23.525,50.015,,,
2734,08/31/22 07:26:30 PM,23.525,49.920,,,
2735,08/31/22 07:27:00 PM,23.525,49.857,,,
2736,08/31/22 07:27:30 PM,23.525,50.015,,,
2737,08/31/22 07:28:00 PM,23.501,50.329,,,
2738,08/31/22 07:28:30 PM,23.477,50.484,,,
2739,08/31/22 07:29:00 PM,23.477,50.421,,,
2740,08/31/22 07:29:30 PM,23.477,50.326,,,
2741,08/31/22 07:30:00 PM,23.453,50.703,,,
2742,08/31/22 07:30:30 PM,23.405,51.297,,,
2743,08/31/22 07:31:00 PM,23.381,51.230,,,
2744,08/31/22 07:31:30 PM,23.381,51.294,,,
2745,08/31/22 07:32:00 PM,23.357,51.227,,,
2746,08/31/22 07:32:30 PM,23.357,51.354,,,
2747,08/31/22 07:33:00 PM,23.333,51.413,,,
2748,08/31/22 07:33:30 PM,23.333,50.750,,,
2749,08/31/22 07:34:00 PM,23.309,51.442,,,
2750,08/31/22 07:34:30 PM,23.309,51.820,,,
2751,08/31/22 07:35:00 PM,23.309,51.536,,,
2752,08/31/22 07:35:30 PM,23.333,51.666,,,
2753,08/31/22 07:36:00 PM,23.309,52.261,,,
2754,08/31/22 07:36:30 PM,23.285,52.195,,,
2755,08/31/22 07:37:00 PM,23.261,52.286,,,
2756,08/31/22 07:37:30 PM,23.261,52.349,,,
